"","word","absolute.frequency","relative.frequency"
"180","expect",83,0.0341002465078061
"181","told",81,0.033278553820871
"182","hard",81,0.033278553820871
"183","side",81,0.033278553820871
"184","sister",80,0.0328677074774035
"185","step",80,0.0328677074774035
"186","use",80,0.0328677074774035
"187","world",80,0.0328677074774035
"188","window",79,0.0324568611339359
"189","young",79,0.0324568611339359
"190","stay",79,0.0324568611339359
"191","dress",79,0.0324568611339359
"192","suppos",78,0.0320460147904684
"193","home",77,0.0316351684470008
"194","gave",77,0.0316351684470008
"195","school",77,0.0316351684470008
"196","sort",77,0.0316351684470008
"197","doubt",77,0.0316351684470008
"198","rest",77,0.0316351684470008
"199","watch",77,0.0316351684470008
"200","full",77,0.0316351684470008
"201","work",77,0.0316351684470008
"202","wife",77,0.0316351684470008
"203","question",76,0.0312243221035333
"204","besid",76,0.0312243221035333
"205","pleasur",76,0.0312243221035333
"206","listen",76,0.0312243221035333
"207","diana",76,0.0312243221035333
"208","done",75,0.0308134757600657
"209","tabl",75,0.0308134757600657
"210","die",75,0.0308134757600657
"211","sound",75,0.0308134757600657
"212","happi",74,0.0304026294165982
"213","whether",74,0.0304026294165982
"214","seen",74,0.0304026294165982
"215","lay",73,0.0299917830731306
"216","mine",73,0.0299917830731306
"217","friend",72,0.0295809367296631
"218","sinc",71,0.0291700903861956
"219","least",71,0.0291700903861956
"220","rememb",71,0.0291700903861956
"221","lip",71,0.0291700903861956
"222","often",70,0.028759244042728
"223","order",70,0.028759244042728
"224","chang",70,0.028759244042728
"225","book",69,0.0283483976992605
"226","alon",69,0.0283483976992605
"227","repli",69,0.0283483976992605
"228","pleas",69,0.0283483976992605
"229","templ",69,0.0283483976992605
"230","brought",68,0.0279375513557929
"231","wild",68,0.0279375513557929
"232","form",68,0.0279375513557929
"233","sometim",68,0.0279375513557929
"234","servant",68,0.0279375513557929
"235","express",68,0.0279375513557929
"236","offer",67,0.0275267050123254
"237","glanc",67,0.0275267050123254
"238","low",67,0.0275267050123254
"239","larg",67,0.0275267050123254
"240","white",67,0.0275267050123254
"241","mani",67,0.0275267050123254
"242","cours",67,0.0275267050123254
"243","wait",67,0.0275267050123254
"244","hair",66,0.0271158586688578
"245","rise",66,0.0271158586688578
"246","tri",66,0.0271158586688578
"247","either",65,0.0267050123253903
"248","show",65,0.0267050123253903
"249","receiv",65,0.0267050123253903
"250","spirit",65,0.0267050123253903
"251","set",65,0.0267050123253903
"252","howev",64,0.0262941659819228
"253","thus",64,0.0262941659819228
"254","gone",64,0.0262941659819228
"255","dare",64,0.0262941659819228
"256","poor",64,0.0262941659819228
"257","peopl",64,0.0262941659819228
"258","chair",63,0.0258833196384552
"259","wonder",63,0.0258833196384552
"260","direct",63,0.0258833196384552
"261","seat",62,0.0254724732949877
"262","clear",62,0.0254724732949877
"263","taken",62,0.0254724732949877
"264","approach",62,0.0254724732949877
"265","sens",62,0.0254724732949877
"266","beauti",62,0.0254724732949877
"267","given",62,0.0254724732949877
"268","whose",62,0.0254724732949877
"269","best",62,0.0254724732949877
"270","person",62,0.0254724732949877
"271","grace",62,0.0254724732949877
"272","helen",62,0.0254724732949877
"273","silenc",61,0.0250616269515201
"274","becom",60,0.0246507806080526
"275","power",60,0.0246507806080526
"276","air",60,0.0246507806080526
"277","end",60,0.0246507806080526
"278","idea",59,0.024239934264585
"279","strong",59,0.024239934264585
"280","burn",59,0.024239934264585
"281","mason",59,0.024239934264585
"282","week",58,0.0238290879211175
"283","anyth",58,0.0238290879211175
"284","toward",58,0.0238290879211175
"285","father",57,0.02341824157765
"286","candl",57,0.02341824157765
"287","fine",57,0.02341824157765
"288","laugh",57,0.02341824157765
"289","neither",56,0.0230073952341824
"290","stand",56,0.0230073952341824
"291","behind",56,0.0230073952341824
"292","busi",56,0.0230073952341824
"293","soft",56,0.0230073952341824
"294","water",56,0.0230073952341824
"295","help",56,0.0230073952341824
"296","brocklehurst",56,0.0230073952341824
"297","short",56,0.0230073952341824
"298","river",56,0.0230073952341824
"299","wind",55,0.0225965488907149
"300","observ",55,0.0225965488907149
"301","wall",55,0.0225965488907149
"302","fell",55,0.0225965488907149
"303","consid",55,0.0225965488907149
"304","matter",55,0.0225965488907149
"305","convers",55,0.0225965488907149
"306","within",55,0.0225965488907149
"307","stop",55,0.0225965488907149
"308","pain",54,0.0221857025472473
"309","gaze",54,0.0221857025472473
"310","lowood",54,0.0221857025472473
"311","pale",53,0.0217748562037798
"312","mother",53,0.0217748562037798
"313","dead",53,0.0217748562037798
"314","began",53,0.0217748562037798
"315","troubl",53,0.0217748562037798
"316","tone",53,0.0217748562037798
"317","suffer",52,0.0213640098603122
"318","high",52,0.0213640098603122
"319","late",52,0.0213640098603122
"320","featur",52,0.0213640098603122
"321","fortun",52,0.0213640098603122
"322","shut",51,0.0209531635168447
"323","alreadi",51,0.0209531635168447
"324","charact",51,0.0209531635168447
"325","mere",51,0.0209531635168447
"326","sudden",50,0.0205423171733772
"327","excit",50,0.0205423171733772
"328","kept",50,0.0205423171733772
"329","death",50,0.0205423171733772
"330","draw",50,0.0205423171733772
"331","plain",50,0.0205423171733772
"332","whole",50,0.0205423171733772
"333","dream",50,0.0205423171733772
"334","wander",49,0.0201314708299096
"335","interest",49,0.0201314708299096
"336","upon",49,0.0201314708299096
"337","longer",49,0.0201314708299096
"338","bear",49,0.0201314708299096
"339","kiss",49,0.0201314708299096
"340","road",49,0.0201314708299096
"341","chapter",48,0.0197206244864421
"342","exist",48,0.0197206244864421
"343","move",48,0.0197206244864421
"344","next",48,0.0197206244864421
"345","calm",48,0.0197206244864421
"346","forget",48,0.0197206244864421
"347","proceed",48,0.0197206244864421
"348","differ",48,0.0197206244864421
"349","month",47,0.0193097781429745
"350","laid",47,0.0193097781429745
"351","ear",47,0.0193097781429745
"352","chamber",47,0.0193097781429745
"353","state",47,0.0193097781429745
"354","exclaim",47,0.0193097781429745
"355","second",47,0.0193097781429745
"356","human",47,0.0193097781429745
"357","touch",47,0.0193097781429745
"358","need",47,0.0193097781429745
"359","silent",46,0.018898931799507
"360","lift",46,0.018898931799507
"361","ran",46,0.018898931799507
"362","scarc",46,0.018898931799507
"363","soul",46,0.018898931799507
"364","spoke",46,0.018898931799507
"365","curtain",45,0.0184880854560394
"366","gentlemen",45,0.0184880854560394
"367","less",45,0.0184880854560394
"368","prepar",45,0.0184880854560394
"369","fill",45,0.0184880854560394
"370","togeth",45,0.0184880854560394
"371","desir",45,0.0184880854560394
"372","usual",45,0.0184880854560394
"373","ground",45,0.0184880854560394
"374","glad",44,0.0180772391125719
"375","georgiana",44,0.0180772391125719
"376","manner",44,0.0180772391125719
"377","gather",44,0.0180772391125719
"378","drew",44,0.0180772391125719
"379","deep",44,0.0180772391125719
"380","sleep",44,0.0180772391125719
"381","sought",44,0.0180772391125719
"382","wood",44,0.0180772391125719
"383","brother",44,0.0180772391125719
"384","held",44,0.0180772391125719
"385","fast",44,0.0180772391125719
"386","meet",44,0.0180772391125719
"387","content",43,0.0176663927691044
"388","paus",43,0.0176663927691044
"389","run",43,0.0176663927691044
"390","address",43,0.0176663927691044
"391","gateshead",43,0.0176663927691044
"392","delight",43,0.0176663927691044
"393","forc",43,0.0176663927691044
"394","tear",43,0.0176663927691044
"395","effort",43,0.0176663927691044
"396","stranger",43,0.0176663927691044
"397","sweet",43,0.0176663927691044
"398","tast",43,0.0176663927691044
"399","play",43,0.0176663927691044
"400","reach",43,0.0176663927691044
"401","possess",42,0.0172555464256368
"402","moon",42,0.0172555464256368
"403","sent",42,0.0172555464256368
"404","struck",42,0.0172555464256368
"405","act",42,0.0172555464256368
"406","stir",42,0.0172555464256368
"407","probabl",42,0.0172555464256368
"408","whisper",42,0.0172555464256368
"409","bright",42,0.0172555464256368
"410","strength",42,0.0172555464256368
"411","small",42,0.0172555464256368
"412","utter",42,0.0172555464256368
"413","beyond",42,0.0172555464256368
"414","seek",42,0.0172555464256368
"415","afternoon",41,0.0168447000821693
"416","dread",41,0.0168447000821693
"417","pictur",41,0.0168447000821693
"418","presenc",41,0.0168447000821693
"419","french",41,0.0168447000821693
"420","hold",41,0.0168447000821693
"421","comfort",41,0.0168447000821693
"422","notic",41,0.0168447000821693
"423","bread",41,0.0168447000821693
"424","letter",41,0.0168447000821693
"425","cloud",40,0.0164338537387017
"426","realli",40,0.0164338537387017
"427","feet",40,0.0164338537387017
"428","scene",40,0.0164338537387017
"429","general",40,0.0164338537387017
"430","tree",40,0.0164338537387017
"431","ere",40,0.0164338537387017
"432","respect",40,0.0164338537387017
"433","famili",40,0.0164338537387017
"434","tonight",40,0.0164338537387017
"435","flower",40,0.0164338537387017
"436","reader",40,0.0164338537387017
"437","children",39,0.0160230073952342
"438","remain",39,0.0160230073952342
"439","field",39,0.0160230073952342
"440","mile",39,0.0160230073952342
"441","repeat",39,0.0160230073952342
"442","reason",39,0.0160230073952342
"443","church",39,0.0160230073952342
"444","promis",39,0.0160230073952342
"445","demand",39,0.0160230073952342
"446","thank",39,0.0160230073952342
"447","sever",39,0.0160230073952342
"448","hate",39,0.0160230073952342
"449","pupil",39,0.0160230073952342
"450","sky",39,0.0160230073952342
"451","surpris",39,0.0160230073952342
"452","hannah",39,0.0160230073952342
"453","rain",38,0.0156121610517666
"454","glass",38,0.0156121610517666
"455","cheek",38,0.0156121610517666
"456","circumst",38,0.0156121610517666
"457","cross",38,0.0156121610517666
"458","amongst",38,0.0156121610517666
"459","past",38,0.0156121610517666
"460","charm",38,0.0156121610517666
"461","ago",38,0.0156121610517666
"462","frame",38,0.0156121610517666
"463","forward",38,0.0156121610517666
"464","fair",38,0.0156121610517666
"465","gover",38,0.0156121610517666
"466","allow",37,0.0152013147082991
"467","ten",37,0.0152013147082991
"468","none",37,0.0152013147082991
"469","aid",37,0.0152013147082991
"470","passion",37,0.0152013147082991
"471","gentleman",37,0.0152013147082991
"472","send",37,0.0152013147082991
"473","breath",37,0.0152013147082991
"474","regard",37,0.0152013147082991
"475","grave",37,0.0152013147082991
"476","arrang",37,0.0152013147082991
"477","england",37,0.0152013147082991
"478","gentl",37,0.0152013147082991
"479","readi",37,0.0152013147082991
"480","bent",37,0.0152013147082991
"481","nurs",36,0.0147904683648316
"482","dim",36,0.0147904683648316
"483","instant",36,0.0147904683648316
"484","cover",36,0.0147904683648316
"485","handsom",36,0.0147904683648316
"486","piti",36,0.0147904683648316
"487","five",36,0.0147904683648316
"488","true",36,0.0147904683648316
"489","brow",36,0.0147904683648316
"490","tall",36,0.0147904683648316
"491","teacher",36,0.0147904683648316
"492","inquir",36,0.0147904683648316
"493","discov",35,0.014379622021364
"494","distanc",35,0.014379622021364
"495","bird",35,0.014379622021364
"496","object",35,0.014379622021364
"497","understand",35,0.014379622021364
"498","age",35,0.014379622021364
"499","affect",35,0.014379622021364
"500","blood",35,0.014379622021364
"501","reflect",35,0.014379622021364
"502","figur",35,0.014379622021364
"503","moor",35,0.014379622021364
"504","fit",35,0.014379622021364
"505","relat",35,0.014379622021364
"506","examin",35,0.014379622021364
"507","enjoy",35,0.014379622021364
"508","daughter",35,0.014379622021364
"509","hill",35,0.014379622021364
"510","gate",34,0.0139687756778965
"511","deal",34,0.0139687756778965
"512","visit",34,0.0139687756778965
"513","husband",34,0.0139687756778965
"514","carri",34,0.0139687756778965
"515","truth",34,0.0139687756778965
"516","fix",34,0.0139687756778965
"517","afraid",34,0.0139687756778965
"518","happen",34,0.0139687756778965
"519","task",34,0.0139687756778965
"520","front",34,0.0139687756778965
"521","sun",34,0.0139687756778965
"522","hors",34,0.0139687756778965
"523","case",34,0.0139687756778965
"524","finger",33,0.0135579293344289
"525","pleasant",33,0.0135579293344289
"526","attent",33,0.0135579293344289
"527","knee",33,0.0135579293344289
"528","subject",33,0.0135579293344289
"529","also",33,0.0135579293344289
"530","shoulder",33,0.0135579293344289
"531","lock",33,0.0135579293344289
"532","bad",33,0.0135579293344289
"533","oblig",33,0.0135579293344289
"534","recal",33,0.0135579293344289
"535","learn",33,0.0135579293344289
"536","fanci",33,0.0135579293344289
"537","inform",33,0.0135579293344289
"538","faith",33,0.0135579293344289
"539","mama",32,0.0131470829909614
"540","tale",32,0.0131470829909614
"541","breakfast",32,0.0131470829909614
"542","four",32,0.0131470829909614
"543","fall",32,0.0131470829909614
"544","foot",32,0.0131470829909614
"545","lie",32,0.0131470829909614
"546","men",32,0.0131470829909614
"547","warm",32,0.0131470829909614
"548","carriag",32,0.0131470829909614
"549","lean",32,0.0131470829909614
"550","sad",32,0.0131470829909614
"551","remov",32,0.0131470829909614
"552","settl",32,0.0131470829909614
"553","movement",32,0.0131470829909614
"554","other",32,0.0131470829909614
"555","schoolroom",32,0.0131470829909614
"556","arriv",32,0.0131470829909614
"557","rich",32,0.0131470829909614
"558","advanc",32,0.0131470829909614
"559","absolut",32,0.0131470829909614
"560","oliv",32,0.0131470829909614
"561","dinner",31,0.0127362366474938
"562","madam",31,0.0127362366474938
"563","account",31,0.0127362366474938
"564","money",31,0.0127362366474938
"565","dear",31,0.0127362366474938
"566","equal",31,0.0127362366474938
"567","travel",31,0.0127362366474938
"568","complet",31,0.0127362366474938
"569","curl",31,0.0127362366474938
"570","bring",31,0.0127362366474938
"571","blue",31,0.0127362366474938
"572","remark",31,0.0127362366474938
"573","sight",31,0.0127362366474938
"574","clean",31,0.0127362366474938
"575","tea",31,0.0127362366474938
"576","counten",31,0.0127362366474938
"577","explain",31,0.0127362366474938
"578","lost",31,0.0127362366474938
"579","pool",31,0.0127362366474938
"580","impress",30,0.0123253903040263
"581","broken",30,0.0123253903040263
"582","flesh",30,0.0123253903040263
"583","frequent",30,0.0123253903040263
"584","drop",30,0.0123253903040263
"585","somewhat",30,0.0123253903040263
"586","resolv",30,0.0123253903040263
"587","real",30,0.0123253903040263
"588","broke",30,0.0123253903040263
"589","stone",30,0.0123253903040263
"590","shook",30,0.0123253903040263
"591","along",30,0.0123253903040263
"592","danger",30,0.0123253903040263
"593","becam",30,0.0123253903040263
"594","heaven",30,0.0123253903040263
"595","cheer",30,0.0123253903040263
"596","town",30,0.0123253903040263
"597","mark",30,0.0123253903040263
"598","evid",30,0.0123253903040263
"599","tire",30,0.0123253903040263
"600","garden",30,0.0123253903040263
"601","narrow",30,0.0123253903040263
"602","posit",30,0.0123253903040263
"603","galleri",30,0.0123253903040263
"604","forehead",30,0.0123253903040263
"605","accompani",30,0.0123253903040263
"606","eshton",30,0.0123253903040263
"607","possibl",29,0.0119145439605588
"608","eliza",29,0.0119145439605588
"609","succeed",29,0.0119145439605588
"610","endur",29,0.0119145439605588
"611","eat",29,0.0119145439605588
"612","cut",29,0.0119145439605588
"613","apart",29,0.0119145439605588
"614","els",29,0.0119145439605588
"615","fault",29,0.0119145439605588
"616","bound",29,0.0119145439605588
"617","bell",29,0.0119145439605588
"618","attempt",29,0.0119145439605588
"619","descend",29,0.0119145439605588
"620","futur",29,0.0119145439605588
"621","murmur",29,0.0119145439605588
"622","fasten",29,0.0119145439605588
"623","fresh",29,0.0119145439605588
"624","millcot",29,0.0119145439605588
"625","dent",29,0.0119145439605588
"626","view",28,0.0115036976170912
"627","studi",28,0.0115036976170912
"628","chanc",28,0.0115036976170912
"629","hearth",28,0.0115036976170912
"630","depend",28,0.0115036976170912
"631","start",28,0.0115036976170912
"632","upstair",28,0.0115036976170912
"633","prayer",28,0.0115036976170912
"634","kitchen",28,0.0115036976170912
"635","rush",28,0.0115036976170912
"636","led",28,0.0115036976170912
"637","requir",28,0.0115036976170912
"638","earth",28,0.0115036976170912
"639","maam",28,0.0115036976170912
"640","finish",28,0.0115036976170912
"641","line",28,0.0115036976170912
"642","shape",28,0.0115036976170912
"643","class",28,0.0115036976170912
"644","imagin",28,0.0115036976170912
"645","green",28,0.0115036976170912
"646","separ",27,0.0110928512736237
"647","nurseri",27,0.0110928512736237
"648","cloth",27,0.0110928512736237
"649","break",27,0.0110928512736237
"650","secret",27,0.0110928512736237
"651","lone",27,0.0110928512736237
"652","bitter",27,0.0110928512736237
"653","duti",27,0.0110928512736237
"654","oclock",27,0.0110928512736237
"655","grew",27,0.0110928512736237
"656","gleam",27,0.0110928512736237
"657","mistress",27,0.0110928512736237
"658","uncl",27,0.0110928512736237
"659","parti",27,0.0110928512736237
"660","thin",27,0.0110928512736237
"661","summon",27,0.0110928512736237
"662","hurri",27,0.0110928512736237
"663","tomorrow",27,0.0110928512736237
"664","marriag",27,0.0110928512736237
"665","sophi",27,0.0110928512736237
"666","claim",27,0.0110928512736237
"667","drawingroom",26,0.0106820049301561
"668","perfect",26,0.0106820049301561
"669","slip",26,0.0106820049301561
"670","fold",26,0.0106820049301561
"671","wet",26,0.0106820049301561
"672","connect",26,0.0106820049301561
"673","quick",26,0.0106820049301561
"674","immedi",26,0.0106820049301561
"675","whatev",26,0.0106820049301561
"676","blind",26,0.0106820049301561
"677","fetch",26,0.0106820049301561
"678","teach",26,0.0106820049301561
"679","mad",26,0.0106820049301561
"680","spread",26,0.0106820049301561
"681","secur",26,0.0106820049301561
"682","dog",26,0.0106820049301561
"683","exact",26,0.0106820049301561
"684","wrong",26,0.0106820049301561
"685","employ",26,0.0106820049301561
"686","sick",26,0.0106820049301561
"687","admir",26,0.0106820049301561
"688","bonnet",26,0.0106820049301561
"689","meantim",26,0.0106820049301561
"690","result",26,0.0106820049301561
"691","liberti",26,0.0106820049301561
"692","accord",26,0.0106820049301561
"693","prove",26,0.0106820049301561
"694","afterward",26,0.0106820049301561
"695","yield",26,0.0106820049301561
"696","parlour",26,0.0106820049301561
"697","obey",26,0.0106820049301561
"698","suit",26,0.0106820049301561
"699","habit",26,0.0106820049301561
"700","trust",26,0.0106820049301561
"701","pound",26,0.0106820049301561
"702","languag",26,0.0106820049301561
"703","pure",26,0.0106820049301561
"704","confid",26,0.0106820049301561
"705","thousand",26,0.0106820049301561
"706","leah",26,0.0106820049301561
"707","compani",25,0.0102711585866886
"708","drawn",25,0.0102711585866886
"709","interv",25,0.0102711585866886
"710","suggest",25,0.0102711585866886
"711","eager",25,0.0102711585866886
"712","abbot",25,0.0102711585866886
"713","conduct",25,0.0102711585866886
"714","shade",25,0.0102711585866886
"715","serv",25,0.0102711585866886
"716","pronounc",25,0.0102711585866886
"717","distinct",25,0.0102711585866886
"718","commenc",25,0.0102711585866886
"719","compar",25,0.0102711585866886
"720","admit",25,0.0102711585866886
"721","ring",25,0.0102711585866886
"722","except",25,0.0102711585866886
"723","write",25,0.0102711585866886
"724","resum",25,0.0102711585866886
"725","trace",25,0.0102711585866886
"726","event",25,0.0102711585866886
"727","begin",25,0.0102711585866886
"728","societi",25,0.0102711585866886
"729","distant",24,0.00986031224322103
"730","mysteri",24,0.00986031224322103
"731","opinion",24,0.00986031224322103
"732","shock",24,0.00986031224322103
"733","recollect",24,0.00986031224322103
"734","known",24,0.00986031224322103
"735","solemn",24,0.00986031224322103
"736","guard",24,0.00986031224322103
"737","marbl",24,0.00986031224322103
"738","bend",24,0.00986031224322103
"739","wide",24,0.00986031224322103
"740","grey",24,0.00986031224322103
"741","eight",24,0.00986031224322103
"742","pursu",24,0.00986031224322103
"743","communic",24,0.00986031224322103
"744","occup",24,0.00986031224322103
"745","principl",24,0.00986031224322103
"746","save",24,0.00986031224322103
"747","veil",24,0.00986031224322103
"748","mention",24,0.00986031224322103
"749","prospect",24,0.00986031224322103
"750","peculiar",24,0.00986031224322103
"751","warn",24,0.00986031224322103
"752","solitud",24,0.00986031224322103
"753","experi",24,0.00986031224322103
"754","paper",24,0.00986031224322103
"755","broad",24,0.00986031224322103
"756","twenti",24,0.00986031224322103
"757","met",24,0.00986031224322103
"758","cloak",24,0.00986031224322103
"759","consequ",24,0.00986031224322103
"760","third",24,0.00986031224322103
"761","stern",24,0.00986031224322103
"762","accept",24,0.00986031224322103
"763","morton",24,0.00986031224322103
"764","earli",23,0.00944946589975349
"765","earnest",23,0.00944946589975349
"766","red",23,0.00944946589975349
"767","trembl",23,0.00944946589975349
"768","strike",23,0.00944946589975349
"769","intent",23,0.00944946589975349
"770","neck",23,0.00944946589975349
"771","tie",23,0.00944946589975349
"772","necessari",23,0.00944946589975349
"773","drawer",23,0.00944946589975349
"774","favour",23,0.00944946589975349
"775","hush",23,0.00944946589975349
"776","charg",23,0.00944946589975349
"777","caught",23,0.00944946589975349
"778","abl",23,0.00944946589975349
"779","weak",23,0.00944946589975349
"780","librari",23,0.00944946589975349
"781","path",23,0.00944946589975349
"782","pride",23,0.00944946589975349
"783","accomplish",23,0.00944946589975349
"784","occas",23,0.00944946589975349
"785","clergyman",23,0.00944946589975349
"786","pretti",23,0.00944946589975349
"787","share",23,0.00944946589975349
"788","judg",23,0.00944946589975349
"789","influenc",23,0.00944946589975349
"790","six",23,0.00944946589975349
"791","lit",23,0.00944946589975349
"792","hasten",23,0.00944946589975349
"793","miller",23,0.00944946589975349
"794","shone",23,0.00944946589975349
"795","spoken",23,0.00944946589975349
"796","scatcherd",23,0.00944946589975349
"797","english",23,0.00944946589975349
"798","free",23,0.00944946589975349
"799","resolut",23,0.00944946589975349
"800","winter",22,0.00903861955628595
"801","especi",22,0.00903861955628595
"802","treat",22,0.00903861955628595
"803","firm",22,0.00903861955628595
"804","brain",22,0.00903861955628595
"805","vision",22,0.00903861955628595
"806","declar",22,0.00903861955628595
"807","colour",22,0.00903861955628595
"808","staircas",22,0.00903861955628595
"809","degre",22,0.00903861955628595
"810","assur",22,0.00903861955628595
"811","aunt",22,0.00903861955628595
"812","burnt",22,0.00903861955628595
"813","vain",22,0.00903861955628595
"814","cousin",22,0.00903861955628595
"815","cast",22,0.00903861955628595
"816","companion",22,0.00903861955628595
"817","fond",22,0.00903861955628595
"818","mouth",22,0.00903861955628595
"819","struggl",22,0.00903861955628595
"820","energi",22,0.00903861955628595
"821","blanch",22,0.00903861955628595
"822","amidst",22,0.00903861955628595
"823","acquaint",22,0.00903861955628595
