"","word","absolute.frequency","relative.frequency"
"824","fate",22,0.00903861955628595
"825","servic",22,0.00903861955628595
"826","plan",22,0.00903861955628595
"827","glow",22,0.00903861955628595
"828","truli",21,0.00862777321281841
"829","mount",21,0.00862777321281841
"830","retir",21,0.00862777321281841
"831","notion",21,0.00862777321281841
"832","sentiment",21,0.00862777321281841
"833","heavi",21,0.00862777321281841
"834","effect",21,0.00862777321281841
"835","inward",21,0.00862777321281841
"836","judgment",21,0.00862777321281841
"837","brilliant",21,0.00862777321281841
"838","courag",21,0.00862777321281841
"839","key",21,0.00862777321281841
"840","sincer",21,0.00862777321281841
"841","wake",21,0.00862777321281841
"842","rais",21,0.00862777321281841
"843","shelter",21,0.00862777321281841
"844","sentenc",21,0.00862777321281841
"845","wors",21,0.00862777321281841
"846","women",21,0.00862777321281841
"847","fail",21,0.00862777321281841
"848","linger",21,0.00862777321281841
"849","weari",21,0.00862777321281841
"850","angel",21,0.00862777321281841
"851","puzzl",21,0.00862777321281841
"852","explan",21,0.00862777321281841
"853","rang",21,0.00862777321281841
"854","fulli",21,0.00862777321281841
"855","grate",21,0.00862777321281841
"856","roof",21,0.00862777321281841
"857","consent",21,0.00862777321281841
"858","safe",21,0.00862777321281841
"859","cup",21,0.00862777321281841
"860","imposs",21,0.00862777321281841
"861","contrari",21,0.00862777321281841
"862","perform",21,0.00862777321281841
"863","christian",21,0.00862777321281841
"864","difficulti",21,0.00862777321281841
"865","flame",21,0.00862777321281841
"866","coach",21,0.00862777321281841
"867","singl",21,0.00862777321281841
"868","lower",21,0.00862777321281841
"869","keen",21,0.00862777321281841
"870","creatur",21,0.00862777321281841
"871","provid",21,0.00862777321281841
"872","tranquil",21,0.00862777321281841
"873","origin",21,0.00862777321281841
"874","cool",21,0.00862777321281841
"875","pilot",21,0.00862777321281841
"876","lynn",21,0.00862777321281841
"877","endeavour",20,0.00821692686935086
"878","dreari",20,0.00821692686935086
"879","survey",20,0.00821692686935086
"880","narrat",20,0.00821692686935086
"881","passag",20,0.00821692686935086
"882","limb",20,0.00821692686935086
"883","thick",20,0.00821692686935086
"884","inclin",20,0.00821692686935086
"885","blow",20,0.00821692686935086
"886","awar",20,0.00821692686935086
"887","spring",20,0.00821692686935086
"888","carpet",20,0.00821692686935086
"889","disturb",20,0.00821692686935086
"890","silk",20,0.00821692686935086
"891","farther",20,0.00821692686935086
"892","sank",20,0.00821692686935086
"893","hot",20,0.00821692686935086
"894","nois",20,0.00821692686935086
"895","purpos",20,0.00821692686935086
"896","loud",20,0.00821692686935086
"897","forgiv",20,0.00821692686935086
"898","impati",20,0.00821692686935086
"899","peac",20,0.00821692686935086
"900","roll",20,0.00821692686935086
"901","wit",20,0.00821692686935086
"902","occupi",20,0.00821692686935086
"903","request",20,0.00821692686935086
"904","perceiv",20,0.00821692686935086
"905","ceas",20,0.00821692686935086
"906","common",20,0.00821692686935086
"907","consider",20,0.00821692686935086
"908","gold",20,0.00821692686935086
"909","sympathi",20,0.00821692686935086
"910","comprehend",20,0.00821692686935086
"911","former",20,0.00821692686935086
"912","london",20,0.00821692686935086
"913","attend",20,0.00821692686935086
"914","satisfi",20,0.00821692686935086
"915","patient",20,0.00821692686935086
"916","wast",20,0.00821692686935086
"917","shadow",20,0.00821692686935086
"918","rock",19,0.00780608052588332
"919","region",19,0.00780608052588332
"920","interrupt",19,0.00780608052588332
"921","intim",19,0.00780608052588332
"922","beg",19,0.00780608052588332
"923","wont",19,0.00780608052588332
"924","dispos",19,0.00780608052588332
"925","fact",19,0.00780608052588332
"926","shame",19,0.00780608052588332
"927","missi",19,0.00780608052588332
"928","mental",19,0.00780608052588332
"929","sign",19,0.00780608052588332
"930","shake",19,0.00780608052588332
"931","easi",19,0.00780608052588332
"932","asleep",19,0.00780608052588332
"933","paint",19,0.00780608052588332
"934","countri",19,0.00780608052588332
"935","grow",19,0.00780608052588332
"936","precis",19,0.00780608052588332
"937","journey",19,0.00780608052588332
"938","situat",19,0.00780608052588332
"939","rous",19,0.00780608052588332
"940","daili",19,0.00780608052588332
"941","space",19,0.00780608052588332
"942","visibl",19,0.00780608052588332
"943","top",19,0.00780608052588332
"944","portion",19,0.00780608052588332
"945","youth",19,0.00780608052588332
"946","shine",19,0.00780608052588332
"947","brown",19,0.00780608052588332
"948","smooth",19,0.00780608052588332
"949","measur",19,0.00780608052588332
"950","whenc",19,0.00780608052588332
"951","forgotten",19,0.00780608052588332
"952","recognis",19,0.00780608052588332
"953","conceal",19,0.00780608052588332
"954","land",19,0.00780608052588332
"955","ruin",19,0.00780608052588332
"956","eas",19,0.00780608052588332
"957","labour",19,0.00780608052588332
"958","hay",19,0.00780608052588332
"959","edward",19,0.00780608052588332
"960","joy",19,0.00780608052588332
"961","colonel",19,0.00780608052588332
"962","refus",19,0.00780608052588332
"963","janet",19,0.00780608052588332
"964","conscious",18,0.00739523418241578
"965","sofa",18,0.00739523418241578
"966","join",18,0.00739523418241578
"967","elder",18,0.00739523418241578
"968","solitari",18,0.00739523418241578
"969","among",18,0.00739523418241578
"970","snow",18,0.00739523418241578
"971","nerv",18,0.00739523418241578
"972","thrust",18,0.00739523418241578
"973","tongu",18,0.00739523418241578
"974","thenc",18,0.00739523418241578
"975","meal",18,0.00739523418241578
"976","instinct",18,0.00739523418241578
"977","entertain",18,0.00739523418241578
"978","attach",18,0.00739523418241578
"979","support",18,0.00739523418241578
"980","chill",18,0.00739523418241578
"981","nine",18,0.00739523418241578
"982","cherish",18,0.00739523418241578
"983","aliv",18,0.00739523418241578
"984","across",18,0.00739523418241578
"985","shawl",18,0.00739523418241578
"986","hitherto",18,0.00739523418241578
"987","wound",18,0.00739523418241578
"988","sing",18,0.00739523418241578
"989","entranc",18,0.00739523418241578
"990","ventur",18,0.00739523418241578
"991","sigh",18,0.00739523418241578
"992","supper",18,0.00739523418241578
"993","stair",18,0.00739523418241578
"994","frock",18,0.00739523418241578
"995","instead",18,0.00739523418241578
"996","correct",18,0.00739523418241578
"997","lodg",18,0.00739523418241578
"998","decid",18,0.00739523418241578
"999","dislik",18,0.00739523418241578
"1000","sorrow",18,0.00739523418241578
