"","word","absolute.frequency","relative.frequency"
"561","journey",22,0.0123249299719888
"562","wander",22,0.0123249299719888
"563","park",22,0.0123249299719888
"564","sever",22,0.0123249299719888
"565","mere",22,0.0123249299719888
"566","forget",22,0.0123249299719888
"567","four",22,0.0123249299719888
"568","occas",22,0.0123249299719888
"569","earli",22,0.0123249299719888
"570","concern",22,0.0123249299719888
"571","alter",22,0.0123249299719888
"572","tale",22,0.0123249299719888
"573","true",22,0.0123249299719888
"574","perfect",21,0.0117647058823529
"575","arriv",21,0.0117647058823529
"576","fair",21,0.0117647058823529
"577","handsom",21,0.0117647058823529
"578","acquaint",21,0.0117647058823529
"579","enjoy",21,0.0117647058823529
"580","provok",21,0.0117647058823529
"581","usual",21,0.0117647058823529
"582","air",21,0.0117647058823529
"583","wretch",21,0.0117647058823529
"584","resolv",21,0.0117647058823529
"585","snow",21,0.0117647058823529
"586","attend",21,0.0117647058823529
"587","consequ",21,0.0117647058823529
"588","upon",21,0.0117647058823529
"589","absenc",21,0.0117647058823529
"590","conduct",21,0.0117647058823529
"591","spare",21,0.0117647058823529
"592","start",21,0.0117647058823529
"593","tone",21,0.0117647058823529
"594","prepar",21,0.0117647058823529
"595","cours",21,0.0117647058823529
"596","curs",21,0.0117647058823529
"597","consid",21,0.0117647058823529
"598","disturb",21,0.0117647058823529
"599","draw",21,0.0117647058823529
"600","winter",21,0.0117647058823529
"601","fall",21,0.0117647058823529
"602","pictur",21,0.0117647058823529
"603","explain",21,0.0117647058823529
"604","weep",21,0.0117647058823529
"605","forgiv",21,0.0117647058823529
"606","complet",20,0.0112044817927171
"607","occup",20,0.0112044817927171
"608","apart",20,0.0112044817927171
"609","six",20,0.0112044817927171
"610","spring",20,0.0112044817927171
"611","cover",20,0.0112044817927171
"612","oclock",20,0.0112044817927171
"613","resum",20,0.0112044817927171
"614","best",20,0.0112044817927171
"615","clear",20,0.0112044817927171
"616","recollect",20,0.0112044817927171
"617","sight",20,0.0112044817927171
"618","yah",20,0.0112044817927171
"619","pursu",20,0.0112044817927171
"620","scold",20,0.0112044817927171
"621","cut",20,0.0112044817927171
"622","rous",20,0.0112044817927171
"623","librari",20,0.0112044817927171
"624","descend",20,0.0112044817927171
"625","twenti",20,0.0112044817927171
"626","break",20,0.0112044817927171
"627","attent",20,0.0112044817927171
"628","struggl",20,0.0112044817927171
"629","truth",20,0.0112044817927171
"630","tree",20,0.0112044817927171
"631","ride",20,0.0112044817927171
"632","sometim",20,0.0112044817927171
"633","frighten",20,0.0112044817927171
"634","quarrel",20,0.0112044817927171
"635","awar",20,0.0112044817927171
"636","hed",20,0.0112044817927171
"637","lockwood",19,0.0106442577030812
"638","yesterday",19,0.0106442577030812
"639","hill",19,0.0106442577030812
"640","aspect",19,0.0106442577030812
"641","final",19,0.0106442577030812
"642","interv",19,0.0106442577030812
"643","age",19,0.0106442577030812
"644","evid",19,0.0106442577030812
"645","appar",19,0.0106442577030812
"646","beg",19,0.0106442577030812
"647","state",19,0.0106442577030812
"648","rambl",19,0.0106442577030812
"649","duti",19,0.0106442577030812
"650","drink",19,0.0106442577030812
"651","convers",19,0.0106442577030812
"652","pray",19,0.0106442577030812
"653","endeavour",19,0.0106442577030812
"654","darl",19,0.0106442577030812
"655","shame",19,0.0106442577030812
"656","treat",19,0.0106442577030812
"657","differ",19,0.0106442577030812
"658","beyond",19,0.0106442577030812
"659","opportun",19,0.0106442577030812
"660","strike",19,0.0106442577030812
"661","nurs",19,0.0106442577030812
"662","caught",19,0.0106442577030812
"663","tire",19,0.0106442577030812
"664","soft",19,0.0106442577030812
"665","fool",19,0.0106442577030812
"666","poni",19,0.0106442577030812
"667","neednt",19,0.0106442577030812
"668","griev",19,0.0106442577030812
"669","secret",19,0.0106442577030812
"670","countri",18,0.0100840336134454
"671","teeth",18,0.0100840336134454
"672","leant",18,0.0100840336134454
"673","entranc",18,0.0100840336134454
"674","frame",18,0.0100840336134454
"675","five",18,0.0100840336134454
"676","fill",18,0.0100840336134454
"677","anxious",18,0.0100840336134454
"678","hasten",18,0.0100840336134454
"679","high",18,0.0100840336134454
"680","health",18,0.0100840336134454
"681","foolish",18,0.0100840336134454
"682","tomorrow",18,0.0100840336134454
"683","studi",18,0.0100840336134454
"684","intent",18,0.0100840336134454
"685","extrem",18,0.0100840336134454
"686","red",18,0.0100840336134454
"687","ignor",18,0.0100840336134454
"688","warn",18,0.0100840336134454
"689","murmur",18,0.0100840336134454
"690","resembl",18,0.0100840336134454
"691","secur",18,0.0100840336134454
"692","charact",18,0.0100840336134454
"693","rain",18,0.0100840336134454
"694","constant",18,0.0100840336134454
"695","weari",18,0.0100840336134454
"696","dri",18,0.0100840336134454
"697","distanc",18,0.0100840336134454
"698","join",18,0.0100840336134454
"699","accompani",18,0.0100840336134454
"700","prevent",18,0.0100840336134454
"701","slight",18,0.0100840336134454
"702","fond",18,0.0100840336134454
"703","naughti",18,0.0100840336134454
"704","catch",18,0.0100840336134454
"705","selfish",18,0.0100840336134454
"706","singl",18,0.0100840336134454
"707","key",18,0.0100840336134454
"708","hinder",17,0.00952380952380952
"709","determin",17,0.00952380952380952
"710","dinner",17,0.00952380952380952
"711","stretch",17,0.00952380952380952
"712","stone",17,0.00952380952380952
"713","pride",17,0.00952380952380952
"714","flung",17,0.00952380952380952
"715","fiend",17,0.00952380952380952
"716","yield",17,0.00952380952380952
"717","mount",17,0.00952380952380952
"718","hat",17,0.00952380952380952
"719","small",17,0.00952380952380952
"720","free",17,0.00952380952380952
"721","condit",17,0.00952380952380952
"722","shake",17,0.00952380952380952
"723","inclin",17,0.00952380952380952
"724","examin",17,0.00952380952380952
"725","sorrow",17,0.00952380952380952
"726","idl",17,0.00952380952380952
"727","address",17,0.00952380952380952
"728","serious",17,0.00952380952380952
"729","odd",17,0.00952380952380952
"730","insist",17,0.00952380952380952
"731","thrust",17,0.00952380952380952
"732","fetch",17,0.00952380952380952
"733","threaten",17,0.00952380952380952
"734","pocket",17,0.00952380952380952
"735","weak",17,0.00952380952380952
"736","lattic",17,0.00952380952380952
"737","fro",17,0.00952380952380952
"738","rapid",17,0.00952380952380952
"739","impress",17,0.00952380952380952
"740","grief",17,0.00952380952380952
"741","vex",17,0.00952380952380952
"742","breakfast",17,0.00952380952380952
"743","born",17,0.00952380952380952
"744","damn",17,0.00952380952380952
"745","consol",17,0.00952380952380952
"746","spite",17,0.00952380952380952
"747","succeed",17,0.00952380952380952
"748","arrang",17,0.00952380952380952
"749","announc",16,0.00896358543417367
"750","aid",16,0.00896358543417367
"751","blow",16,0.00896358543417367
"752","detect",16,0.00896358543417367
"753","roof",16,0.00896358543417367
"754","green",16,0.00896358543417367
"755","sort",16,0.00896358543417367
"756","retir",16,0.00896358543417367
"757","aloud",16,0.00896358543417367
"758","scene",16,0.00896358543417367
"759","consider",16,0.00896358543417367
"760","whose",16,0.00896358543417367
"761","past",16,0.00896358543417367
"762","miser",16,0.00896358543417367
"763","labour",16,0.00896358543417367
"764","measur",16,0.00896358543417367
"765","cloud",16,0.00896358543417367
"766","ventur",16,0.00896358543417367
"767","period",16,0.00896358543417367
"768","suffici",16,0.00896358543417367
"769","distress",16,0.00896358543417367
"770","bent",16,0.00896358543417367
"771","fasten",16,0.00896358543417367
"772","linger",16,0.00896358543417367
"773","beneath",16,0.00896358543417367
"774","twice",16,0.00896358543417367
"775","broken",16,0.00896358543417367
"776","anguish",16,0.00896358543417367
"777","ere",16,0.00896358543417367
"778","frequent",16,0.00896358543417367
"779","exact",16,0.00896358543417367
"780","sister",16,0.00896358543417367
"781","threw",16,0.00896358543417367
"782","gentl",16,0.00896358543417367
"783","complain",16,0.00896358543417367
"784","strength",16,0.00896358543417367
"785","pretend",16,0.00896358543417367
"786","silli",16,0.00896358543417367
"787","abl",16,0.00896358543417367
"788","shouldnt",16,0.00896358543417367
"789","court",16,0.00896358543417367
"790","assert",16,0.00896358543417367
"791","pale",16,0.00896358543417367
"792","tonight",16,0.00896358543417367
"793","shant",16,0.00896358543417367
"794","disappoint",16,0.00896358543417367
"795","societi",15,0.00840336134453781
"796","front",15,0.00840336134453781
"797","impati",15,0.00840336134453781
"798","advanc",15,0.00840336134453781
"799","curl",15,0.00840336134453781
"800","foot",15,0.00840336134453781
"801","intim",15,0.00840336134453781
"802","indulg",15,0.00840336134453781
"803","irrit",15,0.00840336134453781
"804","peac",15,0.00840336134453781
"805","anim",15,0.00840336134453781
"806","exceed",15,0.00840336134453781
"807","twelv",15,0.00840336134453781
"808","comprehend",15,0.00840336134453781
"809","shook",15,0.00840336134453781
"810","meal",15,0.00840336134453781
"811","cloth",15,0.00840336134453781
"812","reveal",15,0.00840336134453781
"813","bodi",15,0.00840336134453781
"814","buri",15,0.00840336134453781
"815","assur",15,0.00840336134453781
"816","pleasant",15,0.00840336134453781
